disease,resistance_gene_count,temperature,humidity,soil_moisture,light,risk_level,risk_score
Late Blight,0,32.8,63.6,70.4,935.9,LOW,10.0
Fusarium Wilt,0,32.8,63.6,70.4,935.9,LOW,25.0
Early Blight,1,34.9,72.7,22.1,175.1,LOW,35.0
Late Blight,2,34.9,72.7,22.1,175.1,LOW,10.0
Fusarium Wilt,1,34.9,72.7,22.1,175.1,LOW,15.0
Early Blight,1,22.1,60.7,14.6,1014.9,LOW,35.0
Late Blight,0,22.1,60.7,14.6,1014.9,LOW,25.0
Fusarium Wilt,0,22.1,60.7,14.6,1014.9,LOW,15.0
Early Blight,1,25.6,67.7,73.3,1085.5,LOW,35.0
Late Blight,0,25.6,67.7,73.3,1085.5,LOW,25.0
Fusarium Wilt,2,25.6,67.7,73.3,1085.5,LOW,25.0
Early Blight,1,18.5,34.2,18.3,1089.0,LOW,22.0
Late Blight,0,18.5,34.2,18.3,1089.0,LOW,10.0
Fusarium Wilt,2,18.5,34.2,18.3,1089.0,LOW,15.0
Early Blight,1,25.1,59.9,51.8,274.6,LOW,35.0
Late Blight,2,25.1,59.9,51.8,274.6,LOW,10.0
Fusarium Wilt,1,25.1,59.9,51.8,274.6,MEDIUM,40.0
Early Blight,0,33.2,74.0,15.3,204.0,LOW,25.0
Late Blight,1,33.2,74.0,15.3,204.0,LOW,10.0
Fusarium Wilt,0,33.2,74.0,15.3,204.0,LOW,15.0
Early Blight,1,35.1,52.7,56.6,255.6,LOW,35.0
Late Blight,0,35.1,52.7,56.6,255.6,LOW,10.0
Fusarium Wilt,1,35.1,52.7,56.6,255.6,MEDIUM,40.0
Early Blight,0,36.6,51.1,40.1,970.8,LOW,25.0
Late Blight,0,36.6,51.1,40.1,970.8,LOW,10.0
Fusarium Wilt,0,36.6,51.1,40.1,970.8,MEDIUM,40.0
Early Blight,1,27.1,73.9,43.9,498.0,MEDIUM,52.0
Late Blight,2,27.1,73.9,43.9,498.0,LOW,25.0
Fusarium Wilt,1,27.1,73.9,43.9,498.0,MEDIUM,40.0
Early Blight,1,20.2,39.4,16.2,1028.9,LOW,22.0
Late Blight,0,20.2,39.4,16.2,1028.9,LOW,10.0
Fusarium Wilt,1,20.2,39.4,16.2,1028.9,LOW,15.0
Early Blight,1,22.7,82.1,20.5,514.4,LOW,35.0
Late Blight,0,22.7,82.1,20.5,514.4,MEDIUM,45.0
Fusarium Wilt,1,22.7,82.1,20.5,514.4,LOW,15.0
Early Blight,1,25.1,57.9,64.1,361.3,LOW,35.0
Late Blight,1,25.1,57.9,64.1,361.3,LOW,10.0
Fusarium Wilt,1,25.1,57.9,64.1,361.3,MEDIUM,40.0
Early Blight,1,22.1,85.0,47.5,1018.6,LOW,35.0
Late Blight,0,22.1,85.0,47.5,1018.6,MEDIUM,45.0
Fusarium Wilt,2,22.1,85.0,47.5,1018.6,LOW,25.0
Early Blight,0,23.8,65.9,87.3,998.6,LOW,25.0
Late Blight,2,23.8,65.9,87.3,998.6,LOW,25.0
Fusarium Wilt,0,23.8,65.9,87.3,998.6,LOW,25.0
Early Blight,1,27.8,37.0,77.7,1036.3,LOW,22.0
Late Blight,1,27.8,37.0,77.7,1036.3,LOW,20.0
Fusarium Wilt,1,27.8,37.0,77.7,1036.3,LOW,25.0
Early Blight,1,25.1,94.4,27.8,596.2,MEDIUM,52.0
Late Blight,2,25.1,94.4,27.8,596.2,LOW,25.0
Fusarium Wilt,1,25.1,94.4,27.8,596.2,LOW,25.0
Early Blight,0,37.9,55.5,12.3,1123.9,LOW,25.0
Late Blight,0,37.9,55.5,12.3,1123.9,LOW,10.0
Fusarium Wilt,2,37.9,55.5,12.3,1123.9,LOW,15.0
Early Blight,1,34.1,77.3,21.1,876.1,LOW,35.0
Late Blight,2,34.1,77.3,21.1,876.1,LOW,10.0
Fusarium Wilt,1,34.1,77.3,21.1,876.1,LOW,15.0
Early Blight,1,27.6,79.5,52.2,222.3,MEDIUM,52.0
Late Blight,2,27.6,79.5,52.2,222.3,LOW,25.0
Fusarium Wilt,1,27.6,79.5,52.2,222.3,MEDIUM,40.0
Early Blight,1,25.5,37.5,82.4,756.4,LOW,22.0
Late Blight,1,25.5,37.5,82.4,756.4,LOW,20.0
Fusarium Wilt,2,25.5,37.5,82.4,756.4,LOW,25.0
Early Blight,1,29.1,46.4,43.3,830.8,LOW,22.0
Late Blight,1,29.1,46.4,43.3,830.8,LOW,20.0
Fusarium Wilt,0,29.1,46.4,43.3,830.8,MEDIUM,40.0
Early Blight,0,37.7,67.7,41.2,617.1,LOW,25.0
Late Blight,1,37.7,67.7,41.2,617.1,LOW,20.0
Fusarium Wilt,1,37.7,67.7,41.2,617.1,MEDIUM,40.0
Early Blight,0,22.9,79.8,60.3,948.7,LOW,25.0
Late Blight,2,22.9,79.8,60.3,948.7,LOW,25.0
Fusarium Wilt,0,22.9,79.8,60.3,948.7,LOW,25.0
Early Blight,0,19.0,83.0,47.2,864.9,LOW,25.0
Late Blight,1,19.0,83.0,47.2,864.9,MEDIUM,55.0
Fusarium Wilt,1,19.0,83.0,47.2,864.9,LOW,25.0
Early Blight,0,21.7,33.0,26.0,146.1,LOW,12.0
Late Blight,0,21.7,33.0,26.0,146.1,LOW,10.0
Fusarium Wilt,1,21.7,33.0,26.0,146.1,LOW,25.0
Early Blight,0,32.3,43.0,38.6,958.9,LOW,12.0
Late Blight,2,32.3,43.0,38.6,958.9,LOW,10.0
Fusarium Wilt,1,32.3,43.0,38.6,958.9,LOW,25.0
Early Blight,1,32.1,90.8,40.9,1171.1,LOW,35.0
Late Blight,1,32.1,90.8,40.9,1171.1,LOW,10.0
Fusarium Wilt,0,32.1,90.8,40.9,1171.1,MEDIUM,40.0
Early Blight,0,31.7,35.4,58.2,1004.6,LOW,12.0
Late Blight,2,31.7,35.4,58.2,1004.6,LOW,10.0
Fusarium Wilt,1,31.7,35.4,58.2,1004.6,MEDIUM,40.0
Early Blight,1,28.9,59.0,65.2,486.7,LOW,35.0
Late Blight,1,28.9,59.0,65.2,486.7,LOW,20.0
Fusarium Wilt,1,28.9,59.0,65.2,486.7,MEDIUM,40.0
Early Blight,1,37.5,94.5,16.0,801.3,LOW,35.0
Late Blight,0,37.5,94.5,16.0,801.3,LOW,10.0
Fusarium Wilt,1,37.5,94.5,16.0,801.3,LOW,15.0
Early Blight,0,29.0,83.1,12.8,174.0,MEDIUM,42.0
Late Blight,2,29.0,83.1,12.8,174.0,LOW,10.0
Fusarium Wilt,0,29.0,83.1,12.8,174.0,LOW,15.0
Early Blight,0,30.6,94.5,39.8,939.4,MEDIUM,42.0
Late Blight,1,30.6,94.5,39.8,939.4,LOW,20.0
Fusarium Wilt,1,30.6,94.5,39.8,939.4,LOW,25.0
Early Blight,0,17.6,80.0,49.9,525.7,LOW,25.0
Late Blight,2,17.6,80.0,49.9,525.7,MEDIUM,45.0
Fusarium Wilt,1,17.6,80.0,49.9,525.7,LOW,25.0
Early Blight,0,21.6,92.3,49.3,234.9,LOW,25.0
Late Blight,1,21.6,92.3,49.3,234.9,MEDIUM,45.0
Fusarium Wilt,2,21.6,92.3,49.3,234.9,LOW,25.0
Early Blight,1,30.7,87.5,35.6,482.2,MEDIUM,52.0
Late Blight,0,30.7,87.5,35.6,482.2,LOW,10.0
Fusarium Wilt,0,30.7,87.5,35.6,482.2,LOW,25.0
Early Blight,1,36.3,73.4,73.5,659.6,LOW,35.0
Late Blight,2,36.3,73.4,73.5,659.6,LOW,10.0
Fusarium Wilt,1,36.3,73.4,73.5,659.6,LOW,25.0
Early Blight,0,27.7,55.1,74.3,706.8,LOW,25.0
Late Blight,2,27.7,55.1,74.3,706.8,LOW,10.0
Fusarium Wilt,0,27.7,55.1,74.3,706.8,LOW,25.0
Early Blight,0,27.1,82.3,75.9,181.1,MEDIUM,42.0
Late Blight,1,27.1,82.3,75.9,181.1,LOW,35.0
Fusarium Wilt,1,27.1,82.3,75.9,181.1,LOW,25.0
Early Blight,0,35.2,83.1,61.2,300.2,LOW,25.0
Late Blight,1,35.2,83.1,61.2,300.2,LOW,10.0
Fusarium Wilt,2,35.2,83.1,61.2,300.2,MEDIUM,40.0
Early Blight,1,18.5,41.2,35.8,880.3,LOW,22.0
Late Blight,0,18.5,41.2,35.8,880.3,LOW,10.0
Fusarium Wilt,1,18.5,41.2,35.8,880.3,LOW,25.0
Early Blight,0,29.6,67.5,20.0,433.1,LOW,25.0
Late Blight,1,29.6,67.5,20.0,433.1,LOW,20.0
Fusarium Wilt,1,29.6,67.5,20.0,433.1,LOW,15.0
Early Blight,0,30.2,79.0,58.4,1026.8,MEDIUM,42.0
Late Blight,1,30.2,79.0,58.4,1026.8,LOW,20.0
Fusarium Wilt,1,30.2,79.0,58.4,1026.8,MEDIUM,40.0
Early Blight,0,28.3,74.3,71.4,558.2,MEDIUM,42.0
Late Blight,1,28.3,74.3,71.4,558.2,LOW,10.0
Fusarium Wilt,1,28.3,74.3,71.4,558.2,LOW,25.0
Early Blight,1,26.1,84.7,64.8,427.2,MEDIUM,52.0
Late Blight,2,26.1,84.7,64.8,427.2,LOW,25.0
Fusarium Wilt,2,26.1,84.7,64.8,427.2,MEDIUM,40.0
Early Blight,0,29.0,51.3,67.5,907.6,LOW,25.0
Late Blight,1,29.0,51.3,67.5,907.6,LOW,20.0
Fusarium Wilt,1,29.0,51.3,67.5,907.6,MEDIUM,40.0
Early Blight,1,22.3,61.7,31.4,372.7,LOW,35.0
Late Blight,2,22.3,61.7,31.4,372.7,LOW,25.0
Fusarium Wilt,1,22.3,61.7,31.4,372.7,LOW,25.0
Early Blight,1,34.9,40.9,36.2,735.5,LOW,22.0
Late Blight,1,34.9,40.9,36.2,735.5,LOW,20.0
Fusarium Wilt,1,34.9,40.9,36.2,735.5,LOW,25.0
Early Blight,0,22.1,31.6,85.6,656.0,LOW,12.0
Late Blight,2,22.1,31.6,85.6,656.0,LOW,10.0
Fusarium Wilt,2,22.1,31.6,85.6,656.0,LOW,25.0
Early Blight,0,35.3,74.5,47.6,690.4,LOW,25.0
Late Blight,1,35.3,74.5,47.6,690.4,LOW,10.0
Fusarium Wilt,0,35.3,74.5,47.6,690.4,MEDIUM,40.0
Early Blight,0,23.4,57.2,55.6,314.1,LOW,25.0
Late Blight,1,23.4,57.2,55.6,314.1,LOW,10.0
Fusarium Wilt,1,23.4,57.2,55.6,314.1,LOW,25.0
Early Blight,1,37.7,76.3,19.5,1172.6,LOW,35.0
Late Blight,1,37.7,76.3,19.5,1172.6,LOW,20.0
Fusarium Wilt,0,37.7,76.3,19.5,1172.6,LOW,15.0
Early Blight,1,19.6,64.6,50.0,149.8,LOW,35.0
Late Blight,2,19.6,64.6,50.0,149.8,LOW,25.0
Fusarium Wilt,1,19.6,64.6,50.0,149.8,LOW,25.0
Early Blight,0,26.9,52.3,59.0,278.8,LOW,25.0
Late Blight,1,26.9,52.3,59.0,278.8,LOW,20.0
Fusarium Wilt,1,26.9,52.3,59.0,278.8,MEDIUM,40.0
Early Blight,1,27.2,78.2,34.0,997.3,MEDIUM,52.0
Late Blight,0,27.2,78.2,34.0,997.3,LOW,25.0
Fusarium Wilt,0,27.2,78.2,34.0,997.3,LOW,25.0
Early Blight,0,31.7,76.8,12.1,622.0,MEDIUM,42.0
Late Blight,0,31.7,76.8,12.1,622.0,LOW,10.0
Fusarium Wilt,0,31.7,76.8,12.1,622.0,LOW,15.0
Early Blight,0,28.4,41.6,60.3,781.7,LOW,12.0
Late Blight,1,28.4,41.6,60.3,781.7,LOW,10.0
Fusarium Wilt,1,28.4,41.6,60.3,781.7,MEDIUM,40.0
Early Blight,0,17.5,31.3,35.1,266.6,LOW,12.0
Late Blight,1,17.5,31.3,35.1,266.6,LOW,10.0
Fusarium Wilt,0,17.5,31.3,35.1,266.6,LOW,25.0
Early Blight,1,31.9,34.2,21.0,328.1,LOW,22.0
Late Blight,0,31.9,34.2,21.0,328.1,LOW,10.0
Fusarium Wilt,2,31.9,34.2,21.0,328.1,LOW,15.0
Early Blight,0,36.0,53.3,38.3,949.2,LOW,25.0
Late Blight,0,36.0,53.3,38.3,949.2,LOW,10.0
Fusarium Wilt,1,36.0,53.3,38.3,949.2,LOW,25.0
Early Blight,1,20.7,67.9,28.0,1170.2,LOW,35.0
Late Blight,2,20.7,67.9,28.0,1170.2,LOW,25.0
Fusarium Wilt,1,20.7,67.9,28.0,1170.2,LOW,25.0
Early Blight,1,23.0,93.5,73.6,400.8,LOW,35.0
Late Blight,1,23.0,93.5,73.6,400.8,MEDIUM,55.0
Fusarium Wilt,0,23.0,93.5,73.6,400.8,LOW,25.0
Early Blight,0,37.0,84.7,33.2,416.4,LOW,25.0
Late Blight,2,37.0,84.7,33.2,416.4,LOW,10.0
Fusarium Wilt,2,37.0,84.7,33.2,416.4,LOW,25.0
Early Blight,1,19.6,66.6,84.6,865.8,LOW,35.0
Late Blight,0,19.6,66.6,84.6,865.8,LOW,25.0
Fusarium Wilt,1,19.6,66.6,84.6,865.8,LOW,25.0
Early Blight,0,27.2,73.4,14.2,554.6,MEDIUM,42.0
Late Blight,1,27.2,73.4,14.2,554.6,LOW,25.0
Fusarium Wilt,1,27.2,73.4,14.2,554.6,LOW,15.0
Early Blight,1,36.4,57.7,84.8,1066.2,LOW,35.0
Late Blight,1,36.4,57.7,84.8,1066.2,LOW,10.0
Fusarium Wilt,1,36.4,57.7,84.8,1066.2,LOW,25.0
Early Blight,0,35.9,36.1,55.9,688.7,LOW,12.0
Late Blight,0,35.9,36.1,55.9,688.7,LOW,10.0
Fusarium Wilt,1,35.9,36.1,55.9,688.7,MEDIUM,40.0
Early Blight,1,19.0,92.5,89.8,536.7,LOW,35.0
Late Blight,0,19.0,92.5,89.8,536.7,MEDIUM,45.0
Fusarium Wilt,0,19.0,92.5,89.8,536.7,LOW,25.0
Early Blight,1,15.2,68.6,18.6,1181.3,LOW,35.0
Late Blight,0,15.2,68.6,18.6,1181.3,LOW,25.0
Fusarium Wilt,1,15.2,68.6,18.6,1181.3,LOW,15.0
Early Blight,1,34.6,61.8,25.4,223.9,LOW,35.0
Late Blight,2,34.6,61.8,25.4,223.9,LOW,10.0
Fusarium Wilt,1,34.6,61.8,25.4,223.9,LOW,25.0
Early Blight,0,33.2,68.6,70.6,293.0,LOW,25.0
Late Blight,0,33.2,68.6,70.6,293.0,LOW,10.0
Fusarium Wilt,1,33.2,68.6,70.6,293.0,LOW,25.0
Early Blight,1,30.4,42.6,21.2,456.0,LOW,22.0
Late Blight,2,30.4,42.6,21.2,456.0,LOW,10.0
Fusarium Wilt,0,30.4,42.6,21.2,456.0,LOW,15.0
Early Blight,0,21.9,79.2,10.9,819.1,LOW,25.0
Late Blight,2,21.9,79.2,10.9,819.1,LOW,25.0
Fusarium Wilt,2,21.9,79.2,10.9,819.1,LOW,15.0
Early Blight,1,26.6,90.9,66.3,442.1,MEDIUM,52.0
Late Blight,1,26.6,90.9,66.3,442.1,LOW,35.0
Fusarium Wilt,1,26.6,90.9,66.3,442.1,MEDIUM,40.0
Early Blight,1,18.1,40.4,69.8,766.3,LOW,22.0
Late Blight,1,18.1,40.4,69.8,766.3,LOW,20.0
Fusarium Wilt,0,18.1,40.4,69.8,766.3,LOW,25.0
Early Blight,1,20.0,46.8,70.4,1060.4,LOW,22.0
Late Blight,1,20.0,46.8,70.4,1060.4,LOW,10.0
Fusarium Wilt,1,20.0,46.8,70.4,1060.4,LOW,25.0
Early Blight,1,16.4,67.2,50.4,730.0,LOW,35.0
Late Blight,1,16.4,67.2,50.4,730.0,LOW,25.0
Fusarium Wilt,2,16.4,67.2,50.4,730.0,LOW,25.0
Early Blight,1,28.4,36.2,50.8,989.6,LOW,22.0
Late Blight,1,28.4,36.2,50.8,989.6,LOW,20.0
Fusarium Wilt,2,28.4,36.2,50.8,989.6,MEDIUM,40.0
Early Blight,0,33.6,79.2,41.7,998.1,LOW,25.0
Late Blight,1,33.6,79.2,41.7,998.1,LOW,20.0
Fusarium Wilt,2,33.6,79.2,41.7,998.1,MEDIUM,40.0
Early Blight,1,37.9,93.6,15.5,1127.2,LOW,35.0
Late Blight,1,37.9,93.6,15.5,1127.2,LOW,10.0
Fusarium Wilt,0,37.9,93.6,15.5,1127.2,LOW,15.0
Early Blight,0,29.9,58.6,89.4,520.7,LOW,25.0
Late Blight,1,29.9,58.6,89.4,520.7,LOW,20.0
Fusarium Wilt,0,29.9,58.6,89.4,520.7,LOW,25.0
Early Blight,0,27.4,74.4,37.8,296.3,MEDIUM,42.0
Late Blight,0,27.4,74.4,37.8,296.3,LOW,25.0
Fusarium Wilt,2,27.4,74.4,37.8,296.3,LOW,25.0
Early Blight,0,15.5,50.3,63.9,698.9,LOW,25.0
Late Blight,1,15.5,50.3,63.9,698.9,LOW,20.0
Fusarium Wilt,2,15.5,50.3,63.9,698.9,LOW,25.0
Early Blight,1,36.6,79.3,19.0,990.4,LOW,35.0
Late Blight,0,36.6,79.3,19.0,990.4,LOW,10.0
Fusarium Wilt,2,36.6,79.3,19.0,990.4,LOW,15.0
Early Blight,1,17.3,32.3,57.8,873.6,LOW,22.0
Late Blight,1,17.3,32.3,57.8,873.6,LOW,20.0
Fusarium Wilt,2,17.3,32.3,57.8,873.6,LOW,25.0
Early Blight,0,34.9,33.8,50.3,418.2,LOW,12.0
Late Blight,1,34.9,33.8,50.3,418.2,LOW,20.0
Fusarium Wilt,0,34.9,33.8,50.3,418.2,MEDIUM,40.0
Early Blight,1,22.4,50.5,21.5,826.2,LOW,35.0
Late Blight,2,22.4,50.5,21.5,826.2,LOW,10.0
Fusarium Wilt,0,22.4,50.5,21.5,826.2,LOW,15.0
Early Blight,0,36.0,72.6,44.2,645.2,LOW,25.0
Late Blight,0,36.0,72.6,44.2,645.2,LOW,10.0
Fusarium Wilt,1,36.0,72.6,44.2,645.2,MEDIUM,40.0
Early Blight,1,24.6,40.1,40.1,929.9,LOW,22.0
Late Blight,1,24.6,40.1,40.1,929.9,LOW,20.0
Fusarium Wilt,0,24.6,40.1,40.1,929.9,LOW,25.0
Early Blight,1,36.0,68.2,87.4,713.0,LOW,35.0
Late Blight,2,36.0,68.2,87.4,713.0,LOW,10.0
Fusarium Wilt,0,36.0,68.2,87.4,713.0,LOW,25.0
Early Blight,1,34.5,36.3,68.0,309.5,LOW,22.0
Late Blight,0,34.5,36.3,68.0,309.5,LOW,10.0
Fusarium Wilt,1,34.5,36.3,68.0,309.5,MEDIUM,40.0
Early Blight,0,32.5,79.3,54.7,627.3,LOW,25.0
Late Blight,1,32.5,79.3,54.7,627.3,LOW,10.0
Fusarium Wilt,1,32.5,79.3,54.7,627.3,MEDIUM,40.0
Early Blight,1,37.1,38.0,90.0,626.8,LOW,22.0
Late Blight,1,37.1,38.0,90.0,626.8,LOW,20.0
Fusarium Wilt,0,37.1,38.0,90.0,626.8,LOW,25.0
Early Blight,1,32.8,55.9,52.7,495.2,LOW,35.0
Late Blight,1,32.8,55.9,52.7,495.2,LOW,20.0
Fusarium Wilt,1,32.8,55.9,52.7,495.2,MEDIUM,40.0
Early Blight,1,25.8,87.1,83.1,507.8,MEDIUM,52.0
Late Blight,1,25.8,87.1,83.1,507.8,LOW,35.0
Fusarium Wilt,2,25.8,87.1,83.1,507.8,LOW,25.0
Early Blight,1,36.5,69.4,43.4,267.7,LOW,35.0
Late Blight,1,36.5,69.4,43.4,267.7,LOW,10.0
Fusarium Wilt,1,36.5,69.4,43.4,267.7,MEDIUM,40.0
Early Blight,0,30.8,47.5,75.7,1163.2,LOW,12.0
Late Blight,2,30.8,47.5,75.7,1163.2,LOW,10.0
Fusarium Wilt,1,30.8,47.5,75.7,1163.2,LOW,25.0
Early Blight,0,31.6,63.2,83.4,696.4,LOW,25.0
Late Blight,2,31.6,63.2,83.4,696.4,LOW,10.0
Fusarium Wilt,0,31.6,63.2,83.4,696.4,LOW,25.0
Early Blight,1,30.4,82.0,43.0,1026.8,MEDIUM,52.0
Late Blight,1,30.4,82.0,43.0,1026.8,LOW,20.0
Fusarium Wilt,1,30.4,82.0,43.0,1026.8,MEDIUM,40.0
Early Blight,1,29.2,75.3,59.3,631.5,MEDIUM,52.0
Late Blight,1,29.2,75.3,59.3,631.5,LOW,10.0
Fusarium Wilt,1,29.2,75.3,59.3,631.5,MEDIUM,40.0
Early Blight,0,21.3,96.5,11.4,994.5,LOW,25.0
Late Blight,0,21.3,96.5,11.4,994.5,MEDIUM,45.0
Fusarium Wilt,2,21.3,96.5,11.4,994.5,LOW,15.0
Early Blight,1,18.4,43.1,52.1,996.7,LOW,22.0
Late Blight,2,18.4,43.1,52.1,996.7,LOW,10.0
Fusarium Wilt,1,18.4,43.1,52.1,996.7,LOW,25.0
Early Blight,0,37.8,45.4,64.7,1032.7,LOW,12.0
Late Blight,0,37.8,45.4,64.7,1032.7,LOW,10.0
Fusarium Wilt,2,37.8,45.4,64.7,1032.7,MEDIUM,40.0
Early Blight,1,27.7,33.8,10.8,288.5,LOW,22.0
Late Blight,1,27.7,33.8,10.8,288.5,LOW,10.0
Fusarium Wilt,0,27.7,33.8,10.8,288.5,LOW,15.0
Early Blight,0,17.2,65.9,13.4,332.6,LOW,25.0
Late Blight,1,17.2,65.9,13.4,332.6,LOW,35.0
Fusarium Wilt,2,17.2,65.9,13.4,332.6,LOW,15.0
Early Blight,0,36.3,91.2,55.1,136.2,LOW,25.0
Late Blight,1,36.3,91.2,55.1,136.2,LOW,10.0
Fusarium Wilt,0,36.3,91.2,55.1,136.2,MEDIUM,40.0
Early Blight,1,31.4,57.1,16.2,278.7,LOW,35.0
Late Blight,1,31.4,57.1,16.2,278.7,LOW,20.0
Fusarium Wilt,1,31.4,57.1,16.2,278.7,LOW,15.0
Early Blight,0,32.4,39.5,89.1,896.6,LOW,12.0
Late Blight,1,32.4,39.5,89.1,896.6,LOW,20.0
Fusarium Wilt,1,32.4,39.5,89.1,896.6,LOW,25.0
Early Blight,0,22.8,82.3,86.4,536.4,LOW,25.0
Late Blight,2,22.8,82.3,86.4,536.4,MEDIUM,45.0
Fusarium Wilt,1,22.8,82.3,86.4,536.4,LOW,25.0
Early Blight,0,23.2,94.0,44.5,847.7,LOW,25.0
Late Blight,1,23.2,94.0,44.5,847.7,MEDIUM,45.0
Fusarium Wilt,0,23.2,94.0,44.5,847.7,LOW,25.0
Early Blight,0,16.9,40.5,66.9,797.3,LOW,12.0
Late Blight,2,16.9,40.5,66.9,797.3,LOW,10.0
Fusarium Wilt,2,16.9,40.5,66.9,797.3,LOW,25.0
Early Blight,1,23.3,48.3,20.6,306.1,LOW,22.0
Late Blight,1,23.3,48.3,20.6,306.1,LOW,20.0
Fusarium Wilt,2,23.3,48.3,20.6,306.1,LOW,15.0
Early Blight,1,17.1,70.7,36.0,523.8,LOW,35.0
Late Blight,2,17.1,70.7,36.0,523.8,LOW,25.0
Fusarium Wilt,0,17.1,70.7,36.0,523.8,LOW,25.0
Early Blight,1,37.5,68.9,23.6,518.8,LOW,35.0
Late Blight,2,37.5,68.9,23.6,518.8,LOW,10.0
Fusarium Wilt,2,37.5,68.9,23.6,518.8,LOW,15.0
Early Blight,1,24.7,62.9,16.2,376.9,LOW,35.0
Late Blight,0,24.7,62.9,16.2,376.9,LOW,25.0
Fusarium Wilt,2,24.7,62.9,16.2,376.9,LOW,15.0
Early Blight,0,22.0,94.5,36.6,782.2,LOW,25.0
Late Blight,2,22.0,94.5,36.6,782.2,MEDIUM,45.0
Fusarium Wilt,0,22.0,94.5,36.6,782.2,LOW,25.0
Early Blight,1,37.4,39.3,35.7,1142.0,LOW,22.0
Late Blight,1,37.4,39.3,35.7,1142.0,LOW,10.0
Fusarium Wilt,1,37.4,39.3,35.7,1142.0,LOW,25.0
Early Blight,1,31.0,63.4,56.1,366.7,LOW,35.0
Late Blight,1,31.0,63.4,56.1,366.7,LOW,20.0
Fusarium Wilt,1,31.0,63.4,56.1,366.7,MEDIUM,40.0
Early Blight,0,28.6,67.1,64.5,705.1,LOW,25.0
Late Blight,1,28.6,67.1,64.5,705.1,LOW,10.0
Fusarium Wilt,2,28.6,67.1,64.5,705.1,MEDIUM,40.0
Early Blight,1,30.9,85.7,73.7,550.1,MEDIUM,52.0
Late Blight,1,30.9,85.7,73.7,550.1,LOW,20.0
Fusarium Wilt,0,30.9,85.7,73.7,550.1,LOW,25.0
Early Blight,1,33.1,35.0,89.3,627.2,LOW,22.0
Late Blight,0,33.1,35.0,89.3,627.2,LOW,10.0
Fusarium Wilt,0,33.1,35.0,89.3,627.2,LOW,25.0
Early Blight,0,33.2,54.4,81.6,690.6,LOW,25.0
Late Blight,1,33.2,54.4,81.6,690.6,LOW,10.0
Fusarium Wilt,1,33.2,54.4,81.6,690.6,LOW,25.0
Early Blight,1,29.9,33.0,88.7,845.2,LOW,22.0
Late Blight,0,29.9,33.0,88.7,845.2,LOW,10.0
Fusarium Wilt,2,29.9,33.0,88.7,845.2,LOW,25.0
Early Blight,0,21.0,64.7,51.5,738.6,LOW,25.0
Late Blight,2,21.0,64.7,51.5,738.6,LOW,25.0
Fusarium Wilt,0,21.0,64.7,51.5,738.6,LOW,25.0
Early Blight,1,26.5,53.5,12.0,215.0,LOW,35.0
Late Blight,1,26.5,53.5,12.0,215.0,LOW,20.0
Fusarium Wilt,1,26.5,53.5,12.0,215.0,LOW,15.0
Early Blight,1,22.2,61.0,26.5,631.2,LOW,35.0
Late Blight,1,22.2,61.0,26.5,631.2,LOW,25.0
Fusarium Wilt,2,22.2,61.0,26.5,631.2,LOW,25.0
Early Blight,0,33.6,37.8,77.9,812.8,LOW,12.0
Late Blight,1,33.6,37.8,77.9,812.8,LOW,10.0
Fusarium Wilt,2,33.6,37.8,77.9,812.8,LOW,25.0
Early Blight,1,18.7,68.1,86.7,355.0,LOW,35.0
Late Blight,1,18.7,68.1,86.7,355.0,LOW,25.0
Fusarium Wilt,2,18.7,68.1,86.7,355.0,LOW,25.0
Early Blight,0,29.1,43.4,57.4,527.7,LOW,12.0
Late Blight,1,29.1,43.4,57.4,527.7,LOW,10.0
Fusarium Wilt,1,29.1,43.4,57.4,527.7,MEDIUM,40.0
Early Blight,1,17.3,89.3,25.0,458.6,LOW,35.0
Late Blight,1,17.3,89.3,25.0,458.6,MEDIUM,45.0
Fusarium Wilt,0,17.3,89.3,25.0,458.6,LOW,25.0
Early Blight,0,28.7,71.6,57.0,482.7,MEDIUM,42.0
Late Blight,0,28.7,71.6,57.0,482.7,LOW,10.0
Fusarium Wilt,1,28.7,71.6,57.0,482.7,MEDIUM,40.0
Early Blight,1,29.1,35.8,20.7,229.6,LOW,22.0
Late Blight,1,29.1,35.8,20.7,229.6,LOW,10.0
Fusarium Wilt,1,29.1,35.8,20.7,229.6,LOW,15.0
Early Blight,0,18.2,56.1,24.9,799.1,LOW,25.0
Late Blight,0,18.2,56.1,24.9,799.1,LOW,10.0
Fusarium Wilt,1,18.2,56.1,24.9,799.1,LOW,15.0
Early Blight,1,18.2,51.4,46.1,159.0,LOW,35.0
Late Blight,2,18.2,51.4,46.1,159.0,LOW,10.0
Fusarium Wilt,0,18.2,51.4,46.1,159.0,LOW,25.0
Early Blight,0,26.6,63.7,64.8,557.2,LOW,25.0
Late Blight,2,26.6,63.7,64.8,557.2,LOW,25.0
Fusarium Wilt,1,26.6,63.7,64.8,557.2,MEDIUM,40.0
Early Blight,1,21.7,48.7,53.0,285.0,LOW,22.0
Late Blight,0,21.7,48.7,53.0,285.0,LOW,10.0
Fusarium Wilt,1,21.7,48.7,53.0,285.0,LOW,25.0
Early Blight,0,17.6,82.7,75.9,503.5,LOW,25.0
Late Blight,1,17.6,82.7,75.9,503.5,MEDIUM,45.0
Fusarium Wilt,0,17.6,82.7,75.9,503.5,LOW,25.0
